TimeGenerated,UserPrincipalName,AppDisplayName,IPAddress,City,Country,ResultType,ResultDescription,DeviceOS,Browser
2026-08-07T08:47:37.000Z,daniel.reeve@cloudora.io,Azure Portal,203.0.113.40,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T08:49:17.000Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.40,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T08:50:29.000Z,cole.burke@cloudora.io,SharePoint Online,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T08:50:33.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T08:52:22.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T08:59:41.000Z,liam.turner@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T09:03:03.000Z,emma.hayes@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T09:06:16.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T09:06:39.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T09:09:36.000Z,noah.bishop@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T09:11:11.000Z,cole.burke@cloudora.io,Cloudora Admin Portal,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T09:20:33.000Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-07T09:29:24.000Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T09:33:25.000Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T09:34:30.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.41,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T09:37:56.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T09:42:24.000Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T09:44:11.000Z,dina.said@cloudora.io,Microsoft Teams,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T09:51:10.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T10:00:57.000Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T10:13:16.000Z,ava.khan@cloudora.io,Microsoft Teams,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T10:13:16.000Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T10:19:00.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-07T10:26:21.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T10:38:32.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T10:40:52.000Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T10:47:34.000Z,olivia.chen@cloudora.io,SharePoint Online,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T10:50:36.000Z,mira.shah@cloudora.io,SharePoint Online,203.0.113.18,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T10:54:29.000Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.41,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T10:55:28.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T10:57:57.000Z,cole.burke@cloudora.io,Outlook Web,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T11:07:39.000Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T11:11:27.000Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T11:14:48.000Z,ava.khan@cloudora.io,Outlook Web,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T11:23:31.000Z,cole.burke@cloudora.io,Microsoft Teams,198.51.100.25,Manchester,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-07T11:35:40.000Z,mira.shah@cloudora.io,Cloudora Admin Portal,203.0.113.18,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T11:35:42.000Z,ava.khan@cloudora.io,Microsoft Teams,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T11:39:38.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.40,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T11:41:57.000Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T11:46:57.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T11:54:12.000Z,lucas.ford@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:09:11.000Z,sofia.marino@cloudora.io,Cloudora Admin Portal,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T12:16:31.000Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:24:40.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T12:26:50.000Z,olivia.chen@cloudora.io,Outlook Web,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:27:41.000Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:28:37.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:28:51.000Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T12:37:43.000Z,jack.morgan@cloudora.io,Microsoft 365,198.51.100.26,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T12:38:13.000Z,sofia.marino@cloudora.io,Microsoft 365,203.0.113.19,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T12:39:06.000Z,noah.bishop@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:41:08.000Z,jack.morgan@cloudora.io,Outlook Web,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:41:30.000Z,isla.grant@cloudora.io,Outlook Web,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T12:51:45.000Z,mira.shah@cloudora.io,Cloudora Admin Portal,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:55:11.000Z,ava.khan@cloudora.io,SharePoint Online,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T12:55:26.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-07T12:55:29.000Z,mira.shah@cloudora.io,Microsoft Teams,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T13:02:05.000Z,sofia.marino@cloudora.io,Outlook Web,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T13:02:32.000Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T13:02:39.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T13:04:27.000Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.41,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T13:07:54.000Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T13:15:33.000Z,seth.lane@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-07T13:16:39.000Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T13:27:27.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T13:29:02.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T13:30:24.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T13:33:39.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T13:36:27.000Z,ava.khan@cloudora.io,Microsoft Teams,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T13:49:21.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T13:51:19.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T13:55:34.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-07T13:56:06.000Z,finn.gale@cloudora.io,Microsoft Teams,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T14:13:07.000Z,cole.burke@cloudora.io,Cloudora Admin Portal,198.51.100.25,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T14:13:09.000Z,liam.turner@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T14:15:35.000Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.41,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T14:17:48.000Z,lucas.ford@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T14:18:12.000Z,ethan.wells@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T14:26:08.000Z,isla.grant@cloudora.io,SharePoint Online,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T14:27:34.000Z,isla.grant@cloudora.io,Outlook Web,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T14:37:18.000Z,seth.lane@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T14:37:40.000Z,liam.turner@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T14:45:46.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T14:46:33.000Z,ava.khan@cloudora.io,Cloudora Admin Portal,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T14:46:41.000Z,seth.lane@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T14:48:17.000Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T14:52:36.000Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T14:55:59.000Z,finn.gale@cloudora.io,SharePoint Online,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T15:24:01.000Z,mira.shah@cloudora.io,SharePoint Online,203.0.113.18,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T15:26:29.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T15:27:54.000Z,sofia.marino@cloudora.io,Microsoft 365,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T15:29:09.000Z,hugo.marsh@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T15:38:01.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T15:42:20.000Z,emma.hayes@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T15:43:54.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T15:50:55.000Z,olivia.chen@cloudora.io,Outlook Web,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T16:02:40.000Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T16:03:03.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T16:03:42.000Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.40,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T16:04:22.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T16:08:51.000Z,cole.burke@cloudora.io,Outlook Web,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T16:12:10.000Z,jack.morgan@cloudora.io,SharePoint Online,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T16:16:01.000Z,isla.grant@cloudora.io,Cloudora Admin Portal,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T16:18:02.000Z,cole.burke@cloudora.io,Outlook Web,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T16:25:34.000Z,olivia.chen@cloudora.io,Cloudora Admin Portal,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T16:26:49.000Z,ava.khan@cloudora.io,SharePoint Online,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T16:33:14.000Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T16:36:51.000Z,jack.morgan@cloudora.io,Cloudora Admin Portal,198.51.100.26,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T16:38:06.000Z,emma.hayes@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-07T16:38:31.000Z,ethan.wells@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T16:45:20.000Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T16:53:25.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T17:17:11.000Z,liam.turner@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T17:19:04.000Z,emma.hayes@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T17:24:49.000Z,noah.bishop@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T17:25:31.000Z,cole.burke@cloudora.io,Azure Portal,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T17:32:34.000Z,emma.hayes@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T17:34:03.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-07T17:38:33.000Z,hugo.marsh@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T17:38:49.000Z,olivia.chen@cloudora.io,Cloudora Admin Portal,203.0.113.21,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T17:44:23.000Z,olivia.chen@cloudora.io,SharePoint Online,203.0.113.21,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T17:48:28.000Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.41,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T17:48:49.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T17:53:08.000Z,jack.morgan@cloudora.io,Microsoft Teams,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T17:53:35.000Z,emma.hayes@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T18:00:02.000Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.40,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T18:00:43.000Z,jack.morgan@cloudora.io,Microsoft 365,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T18:03:38.000Z,jack.morgan@cloudora.io,Microsoft Teams,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T18:09:11.000Z,jack.morgan@cloudora.io,Outlook Web,198.51.100.26,Manchester,United Kingdom,50126,Invalid username or password,macOS 14,Safari 17
2026-08-07T18:09:32.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T18:13:03.000Z,dina.said@cloudora.io,Microsoft Teams,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T18:15:48.000Z,ethan.wells@cloudora.io,Microsoft Teams,192.0.2.30,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T18:17:21.000Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T18:20:25.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T18:21:55.000Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T18:30:41.000Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.41,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T18:42:27.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T18:42:48.000Z,cole.burke@cloudora.io,SharePoint Online,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T18:43:15.000Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T18:46:39.000Z,mira.shah@cloudora.io,Microsoft Teams,203.0.113.18,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T18:55:13.000Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T18:59:47.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T19:06:17.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T19:07:59.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-07T19:10:23.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-07T19:19:51.000Z,seth.lane@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-07T19:20:46.000Z,olivia.chen@cloudora.io,Microsoft 365,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-07T19:31:31.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,50126,Invalid username or password,iOS 17,Mobile Safari
2026-08-07T19:33:39.000Z,mira.shah@cloudora.io,Microsoft 365,203.0.113.18,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T19:38:45.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-07T19:39:09.000Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T19:42:15.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T19:48:01.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T19:51:44.000Z,jack.morgan@cloudora.io,SharePoint Online,198.51.100.26,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-07T19:52:04.000Z,mira.shah@cloudora.io,Azure Portal,203.0.113.18,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-07T19:54:18.000Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T19:57:48.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-07T19:58:19.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T07:05:55.000Z,liam.turner@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-08T07:06:25.000Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T07:08:33.000Z,finn.gale@cloudora.io,SharePoint Online,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T07:18:14.000Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T07:24:59.000Z,lucas.ford@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T07:28:39.000Z,lucas.ford@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T07:36:16.000Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T07:40:27.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T07:43:10.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-08T07:45:23.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-08T07:46:03.000Z,sofia.marino@cloudora.io,Microsoft 365,203.0.113.19,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T07:52:12.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T08:02:21.000Z,mira.shah@cloudora.io,SharePoint Online,203.0.113.18,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T08:05:11.000Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T08:09:51.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T08:15:05.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T08:20:22.000Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T08:25:36.000Z,noah.bishop@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-08T08:30:24.000Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T08:32:03.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T08:32:40.000Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T08:36:28.000Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-08T08:37:01.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T08:38:18.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T08:41:27.000Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-08T08:49:15.000Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.41,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-08T08:49:25.000Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-08T08:51:33.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-08T08:55:59.000Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
